match_time_s,match_time_min,player_id,player_name,risk_score,lr_score,lstm_score,transformer_score,alert_level,confidence_low,confidence_high,alert_fired,latency_ms
1230.0,20.5,5487.0,Antoine Griezmann,0.575,0.3004,0.7979,0.8018,AMBER,0.691,0.9278,False,441.97
1230.0,20.5,5503.0,Lionel Andrés Messi Cuccittini,0.4706,0.3425,0.384,0.6444,AMBER,0.4803,0.7669,True,1341.64
1230.0,20.5,6622.0,Tomás Pina Isla,0.525,0.28,0.2866,0.4244,AMBER,0.2691,0.5947,True,1270.85
1230.0,20.5,6629.0,Fernando Pacheco Flores,0.2319,0.13,0.3138,0.13,GREEN,0.104,0.156,False,70.42
1230.0,20.5,6826.0,Clément Lenglet,0.5994,0.3844,0.8676,0.7001,AMBER,0.5644,0.8086,False,1237.76
1230.0,20.5,6923.0,Joaquín Navarro Jiménez,0.5519,0.302,0.7209,0.8878,AMBER,0.7091,0.9662,True,451.63
1230.0,20.5,26387.0,Edgar Antonio Méndez Ortega,0.4759,0.3083,0.6682,0.6843,AMBER,0.5673,0.8042,True,837.28
1230.0,20.5,30756.0,Anssumane Fati,0.4838,0.2169,0.3833,0.2837,AMBER,0.22,0.3397,True,958.54
1260.0,21.0,5211.0,Jordi Alba Ramos,0.4925,0.2018,0.6451,0.5728,AMBER,0.4561,0.7337,False,1196.97
1260.0,21.0,5477.0,Ousmane Dembélé,0.5839,0.3919,0.7011,0.953,AMBER,0.8758,0.9914,False,1585.74
1260.0,21.0,6379.0,Sergi Roberto Carnicer,0.6093,0.3632,0.8271,0.8658,AMBER,0.8193,0.9157,True,1135.62
1260.0,21.0,6629.0,Fernando Pacheco Flores,0.2266,0.1186,0.2064,0.1186,GREEN,0.0949,0.1423,False,28.65
1260.0,21.0,6826.0,Clément Lenglet,0.5938,0.3631,0.8247,0.3228,AMBER,0.2714,0.3982,True,1148.52
1260.0,21.0,6923.0,Joaquín Navarro Jiménez,0.5864,0.25,0.5901,0.8238,AMBER,0.7001,0.9362,False,1077.66
1260.0,21.0,26387.0,Edgar Antonio Méndez Ortega,0.4975,0.2914,0.7259,0.6984,AMBER,0.5851,0.7953,False,1322.66
1260.0,21.0,30756.0,Anssumane Fati,0.4963,0.2491,0.5526,0.3667,AMBER,0.2594,0.4744,False,252.33
1290.0,21.5,3093.0,Florian Grégoire Claude Lejeune,0.3768,0.2933,0.3885,0.2692,GREEN,0.1468,0.4188,False,536.2
1290.0,21.5,5203.0,Sergio Busquets i Burgos,0.5882,0.2955,0.9472,0.6912,AMBER,0.4814,0.8375,True,1379.01
1290.0,21.5,5211.0,Jordi Alba Ramos,0.4837,0.2289,0.3643,0.4756,AMBER,0.4038,0.5487,True,769.54
1290.0,21.5,5477.0,Ousmane Dembélé,0.6016,0.4503,0.7829,0.7855,AMBER,0.7065,0.866,True,409.54
1290.0,21.5,5487.0,Antoine Griezmann,0.6033,0.4003,0.9221,0.5982,AMBER,0.4866,0.7188,True,1026.81
1290.0,21.5,5503.0,Lionel Andrés Messi Cuccittini,0.4941,0.4688,0.6316,0.8084,AMBER,0.7199,0.9118,True,253.19
1290.0,21.5,6379.0,Sergi Roberto Carnicer,0.6225,0.3632,0.7908,0.9468,AMBER,0.864,0.9914,False,578.2
1290.0,21.5,6612.0,Rubén Duarte Sánchez,0.4869,0.2702,0.7086,0.5538,AMBER,0.4128,0.6504,True,1222.84
1290.0,21.5,25134.0,Deyverson Brum Silva Acosta,0.5112,0.2529,0.5005,0.4864,AMBER,0.3956,0.6163,True,816.87
1290.0,21.5,30756.0,Anssumane Fati,0.5303,0.2489,0.759,0.5168,AMBER,0.3923,0.6384,True,228.09
1320.0,22.0,3093.0,Florian Grégoire Claude Lejeune,0.3751,0.2186,0.305,0.4094,GREEN,0.2554,0.5423,False,957.58
1320.0,22.0,5203.0,Sergio Busquets i Burgos,0.6036,0.2602,0.6427,0.9038,AMBER,0.8292,0.9683,False,859.43
1320.0,22.0,5477.0,Ousmane Dembélé,0.6349,0.3575,0.635,0.7756,AMBER,0.6351,0.8885,False,503.91
1320.0,22.0,5487.0,Antoine Griezmann,0.613,0.3699,0.6489,0.6129,AMBER,0.5396,0.669,False,406.52
1320.0,22.0,5503.0,Lionel Andrés Messi Cuccittini,0.5241,0.469,0.6743,0.6762,AMBER,0.5971,0.7816,False,295.59
1320.0,22.0,6612.0,Rubén Duarte Sánchez,0.4824,0.2592,0.6087,0.4858,AMBER,0.4288,0.5984,False,316.56
1320.0,22.0,25134.0,Deyverson Brum Silva Acosta,0.5178,0.2186,0.4475,0.5252,AMBER,0.3904,0.6837,False,324.19
1350.0,22.5,3093.0,Florian Grégoire Claude Lejeune,0.4118,0.8174,0.9794,0.2648,AMBER,0.0941,0.4884,False,321.56
1350.0,22.5,5203.0,Sergio Busquets i Burgos,0.5981,0.3205,0.5078,0.5056,AMBER,0.4086,0.6153,True,300.45
1350.0,22.5,5487.0,Antoine Griezmann,0.6233,0.3218,0.4684,0.7269,AMBER,0.6341,0.8094,True,671.08
1350.0,22.5,5503.0,Lionel Andrés Messi Cuccittini,0.5337,0.3423,0.5606,0.4026,AMBER,0.3347,0.4861,True,685.29
1350.0,22.5,6612.0,Rubén Duarte Sánchez,0.4841,0.313,0.5113,0.1994,AMBER,0.1174,0.2886,True,235.47
1350.0,22.5,6629.0,Fernando Pacheco Flores,0.2282,0.1887,0.2883,0.1887,GREEN,0.151,0.2264,False,20.15
1380.0,23.0,3093.0,Florian Grégoire Claude Lejeune,0.4315,0.7124,0.2136,0.5816,AMBER,0.3934,0.72,True,305.44
1380.0,23.0,5203.0,Sergio Busquets i Burgos,0.5885,0.2992,0.7427,0.7528,AMBER,0.585,0.887,False,298.24
1380.0,23.0,5487.0,Antoine Griezmann,0.6466,0.5965,0.949,0.7936,AMBER,0.7251,0.8655,False,500.73
1380.0,23.0,5503.0,Lionel Andrés Messi Cuccittini,0.5457,0.3636,0.43,0.8337,AMBER,0.6259,0.9551,False,353.64
1380.0,23.0,6379.0,Sergi Roberto Carnicer,0.6489,0.3977,0.9556,0.795,AMBER,0.685,0.8918,True,376.71
1380.0,23.0,6612.0,Rubén Duarte Sánchez,0.5115,0.2615,0.3685,0.7824,AMBER,0.6552,0.8987,False,316.44
1380.0,23.0,6629.0,Fernando Pacheco Flores,0.2239,0.186,0.0937,0.186,GREEN,0.1488,0.2232,False,91.54
1380.0,23.0,6923.0,Joaquín Navarro Jiménez,0.5995,0.1932,0.4933,0.6483,AMBER,0.5341,0.8067,True,589.1
1380.0,23.0,9462.0,José Ignacio Peleteiro Ramallo,0.4882,0.3584,0.8373,0.3645,AMBER,0.3261,0.4093,True,459.92
1380.0,23.0,26387.0,Edgar Antonio Méndez Ortega,0.5133,0.1669,0.7703,0.7503,AMBER,0.6279,0.864,True,334.94
1410.0,23.5,5211.0,Jordi Alba Ramos,0.4781,0.3458,0.4679,0.4054,AMBER,0.3513,0.4559,True,410.74
1410.0,23.5,5487.0,Antoine Griezmann,0.6677,0.914,0.9831,0.745,RED,0.6469,0.8993,False,739.83
1410.0,23.5,6379.0,Sergi Roberto Carnicer,0.6785,0.3887,0.8372,0.8742,RED,0.7938,0.9453,False,758.0
1410.0,23.5,6612.0,Rubén Duarte Sánchez,0.5373,0.2821,0.2974,0.7866,AMBER,0.6942,0.8392,True,490.41
1410.0,23.5,6923.0,Joaquín Navarro Jiménez,0.5859,0.1779,0.4011,0.6037,AMBER,0.51,0.7412,False,584.34
1410.0,23.5,9462.0,José Ignacio Peleteiro Ramallo,0.5135,0.3282,0.7806,0.4436,AMBER,0.3696,0.5016,False,693.17
1410.0,23.5,26387.0,Edgar Antonio Méndez Ortega,0.5282,0.2326,0.7713,0.6029,AMBER,0.4766,0.7269,False,671.56
1440.0,24.0,5211.0,Jordi Alba Ramos,0.4555,0.3245,0.3439,0.336,AMBER,0.2451,0.5117,False,163.15
1440.0,24.0,5213.0,Gerard Piqué Bernabéu,0.5933,0.301,0.7029,0.9325,AMBER,0.8596,0.9848,True,158.31
1440.0,24.0,5503.0,Lionel Andrés Messi Cuccittini,0.5637,0.2287,0.3545,0.8951,AMBER,0.8234,0.968,True,161.72
1440.0,24.0,6379.0,Sergi Roberto Carnicer,0.6864,0.2474,0.465,0.9247,RED,0.8263,0.9813,True,335.33
1440.0,24.0,6590.0,Norberto Murara Neto,0.224,0.1583,0.36,0.1583,GREEN,0.1266,0.19,False,28.65
1440.0,24.0,6826.0,Clément Lenglet,0.565,0.3208,0.507,0.4732,AMBER,0.3728,0.6404,True,222.2
1440.0,24.0,6923.0,Joaquín Navarro Jiménez,0.5784,0.2263,0.4449,0.7058,AMBER,0.4997,0.8619,True,209.74
1440.0,24.0,10605.0,Rodrigo Andrés Battaglia,0.5861,0.3222,0.8357,0.7397,AMBER,0.6421,0.8493,True,881.23
1440.0,24.0,25134.0,Deyverson Brum Silva Acosta,0.5113,0.3021,0.4001,0.6191,AMBER,0.4348,0.8661,True,320.11
1440.0,24.0,26387.0,Edgar Antonio Méndez Ortega,0.5419,0.3036,0.5884,0.7194,AMBER,0.583,0.8345,True,584.82
1440.0,24.0,30756.0,Anssumane Fati,0.5449,0.2645,0.8227,0.7172,AMBER,0.5477,0.8993,True,828.94
1470.0,24.5,3093.0,Florian Grégoire Claude Lejeune,0.455,0.0664,0.3854,0.8382,AMBER,0.7059,0.9242,True,837.22
1470.0,24.5,5203.0,Sergio Busquets i Burgos,0.611,0.8065,0.9932,0.9134,AMBER,0.8562,0.9704,True,1264.27
1470.0,24.5,5213.0,Gerard Piqué Bernabéu,0.6072,0.281,0.6565,0.8906,AMBER,0.746,0.9696,False,1090.6
1470.0,24.5,5487.0,Antoine Griezmann,0.6561,0.2437,0.2638,0.8036,RED,0.6947,0.8945,True,817.55
1470.0,24.5,5503.0,Lionel Andrés Messi Cuccittini,0.5506,0.2826,0.4463,0.4733,AMBER,0.3834,0.5562,False,901.31
1470.0,24.5,6379.0,Sergi Roberto Carnicer,0.6973,0.2474,0.5573,0.9775,RED,0.9571,0.996,False,1082.64
1470.0,24.5,6590.0,Norberto Murara Neto,0.2303,0.197,0.4362,0.197,GREEN,0.1576,0.2364,False,32.88
1470.0,24.5,6622.0,Tomás Pina Isla,0.4827,0.2372,0.4115,0.6375,AMBER,0.5534,0.7459,True,1093.35
1470.0,24.5,6826.0,Clément Lenglet,0.547,0.2561,0.458,0.498,AMBER,0.4335,0.5561,False,478.69
1470.0,24.5,9462.0,José Ignacio Peleteiro Ramallo,0.5257,0.3885,0.7553,0.4488,AMBER,0.3912,0.511,True,516.07
1470.0,24.5,10605.0,Rodrigo Andrés Battaglia,0.5704,0.2895,0.6364,0.4901,AMBER,0.4294,0.5887,False,428.06
1470.0,24.5,24049.0,Luis Jesús Rioja González,0.4715,0.4053,0.4654,0.9517,AMBER,0.8637,0.9901,True,111.95
1470.0,24.5,25134.0,Deyverson Brum Silva Acosta,0.4812,0.2846,0.3851,0.5786,AMBER,0.4407,0.7845,False,86.94
1470.0,24.5,30756.0,Anssumane Fati,0.5552,0.2734,0.9184,0.6274,AMBER,0.56,0.6908,False,76.57
1500.0,25.0,3093.0,Florian Grégoire Claude Lejeune,0.4697,0.0816,0.2435,0.946,AMBER,0.879,0.9925,False,73.62
1500.0,25.0,5203.0,Sergio Busquets i Burgos,0.6218,0.7546,0.0985,0.863,AMBER,0.7477,0.9614,False,84.5
1500.0,25.0,5213.0,Gerard Piqué Bernabéu,0.6024,0.2903,0.5345,0.7917,AMBER,0.662,0.9048,True,81.56
1500.0,25.0,5487.0,Antoine Griezmann,0.6416,0.1342,0.2438,0.9403,AMBER,0.8699,0.9873,False,65.78
1500.0,25.0,5503.0,Lionel Andrés Messi Cuccittini,0.5308,0.3662,0.5864,0.395,AMBER,0.3114,0.4671,True,83.14
1500.0,25.0,6622.0,Tomás Pina Isla,0.4618,0.2654,0.5412,0.3729,AMBER,0.2258,0.5861,False,68.27
1500.0,25.0,9462.0,José Ignacio Peleteiro Ramallo,0.5528,0.3617,0.5374,0.8091,AMBER,0.6874,0.94,False,61.99
1500.0,25.0,10605.0,Rodrigo Andrés Battaglia,0.5613,0.3167,0.5733,0.4422,AMBER,0.359,0.5632,True,59.64
1500.0,25.0,24049.0,Luis Jesús Rioja González,0.5026,0.4024,0.4009,0.695,AMBER,0.5563,0.8244,False,61.73
1500.0,25.0,25134.0,Deyverson Brum Silva Acosta,0.4864,0.3252,0.4482,0.379,AMBER,0.2875,0.4593,True,62.51
1500.0,25.0,30756.0,Anssumane Fati,0.5969,0.485,0.982,0.9268,AMBER,0.8348,0.9817,True,61.47
1530.0,25.5,5487.0,Antoine Griezmann,0.6466,0.2261,0.4001,0.9631,AMBER,0.9155,0.9911,True,60.86
1530.0,25.5,6612.0,Rubén Duarte Sánchez,0.5436,0.2632,0.1745,0.6107,AMBER,0.4682,0.7535,True,60.57
1530.0,25.5,9462.0,José Ignacio Peleteiro Ramallo,0.5709,0.2968,0.4745,0.7792,AMBER,0.6932,0.8942,True,76.82
1560.0,26.0,5203.0,Sergio Busquets i Burgos,0.6282,0.1355,0.3006,0.909,AMBER,0.8316,0.9634,True,72.65
1560.0,26.0,5211.0,Jordi Alba Ramos,0.4296,0.2512,0.2857,0.2652,AMBER,0.1871,0.374,True,72.53
1560.0,26.0,5477.0,Ousmane Dembélé,0.6322,0.3287,0.3898,0.805,AMBER,0.6658,0.9253,True,72.92
1560.0,26.0,5487.0,Antoine Griezmann,0.6476,0.1878,0.4982,0.9618,AMBER,0.8877,0.9928,False,69.96
1560.0,26.0,6379.0,Sergi Roberto Carnicer,0.7068,0.2473,0.6695,0.9534,RED,0.8855,0.9923,True,69.53
1560.0,26.0,6590.0,Norberto Murara Neto,0.2492,0.2516,0.5789,0.3386,GREEN,0.247,0.4282,False,72.56
1560.0,26.0,6612.0,Rubén Duarte Sánchez,0.513,0.2725,0.1783,0.4688,AMBER,0.2865,0.6481,False,67.12
1560.0,26.0,6622.0,Tomás Pina Isla,0.4771,0.3825,0.5689,0.2125,AMBER,0.123,0.3054,True,56.78
1560.0,26.0,6826.0,Clément Lenglet,0.5491,0.1494,0.4272,0.8834,AMBER,0.6814,0.9704,True,84.01
1560.0,26.0,8118.0,Frenkie de Jong,0.4821,0.301,0.5076,0.4391,AMBER,0.382,0.5163,True,79.71
1560.0,26.0,9462.0,José Ignacio Peleteiro Ramallo,0.5812,0.3276,0.4451,0.7879,AMBER,0.7321,0.889,False,78.79
1560.0,26.0,26387.0,Edgar Antonio Méndez Ortega,0.5615,0.2194,0.4543,0.8184,AMBER,0.739,0.9099,True,69.86
1590.0,26.5,3093.0,Florian Grégoire Claude Lejeune,0.4979,0.1862,0.4187,0.959,AMBER,0.8806,0.9905,True,62.61
1590.0,26.5,5203.0,Sergio Busquets i Burgos,0.6251,0.1234,0.2028,0.9542,AMBER,0.874,0.9937,False,59.23
1590.0,26.5,5211.0,Jordi Alba Ramos,0.4122,0.205,0.2788,0.2834,AMBER,0.2033,0.373,False,59.96
1590.0,26.5,5213.0,Gerard Piqué Bernabéu,0.5714,0.2993,0.3522,0.6443,AMBER,0.5623,0.7239,True,56.96
1590.0,26.5,5477.0,Ousmane Dembélé,0.6411,0.31,0.3646,0.932,AMBER,0.8765,0.9826,False,57.71
1590.0,26.5,5487.0,Antoine Griezmann,0.6245,0.2442,0.5216,0.5281,AMBER,0.4175,0.6841,True,57.0
1590.0,26.5,5503.0,Lionel Andrés Messi Cuccittini,0.5425,0.7622,0.9888,0.4389,AMBER,0.3683,0.5405,True,58.95
1590.0,26.5,6379.0,Sergi Roberto Carnicer,0.7201,0.3883,0.8139,0.933,RED,0.8684,0.9806,False,57.97
1590.0,26.5,6590.0,Norberto Murara Neto,0.2626,0.2419,0.5128,0.3208,GREEN,0.2202,0.394,False,57.71
1590.0,26.5,6612.0,Rubén Duarte Sánchez,0.4663,0.2615,0.3483,0.2304,AMBER,0.0553,0.4185,True,56.0
1590.0,26.5,6622.0,Tomás Pina Isla,0.4904,0.3542,0.5099,0.7956,AMBER,0.6806,0.9406,False,57.04
1590.0,26.5,6826.0,Clément Lenglet,0.5496,0.1975,0.4798,0.837,AMBER,0.6826,0.9423,False,55.94
1590.0,26.5,8118.0,Frenkie de Jong,0.4597,0.2818,0.5539,0.3563,AMBER,0.2522,0.4339,False,56.86
1590.0,26.5,9462.0,José Ignacio Peleteiro Ramallo,0.5788,0.2281,0.5266,0.9029,AMBER,0.7549,0.9774,True,58.31
1590.0,26.5,26387.0,Edgar Antonio Méndez Ortega,0.5673,0.2382,0.5115,0.6476,AMBER,0.5295,0.7306,False,57.72
1590.0,26.5,30756.0,Anssumane Fati,0.6142,0.2715,0.7932,0.9729,AMBER,0.9438,0.9923,True,55.91
1620.0,27.0,3093.0,Florian Grégoire Claude Lejeune,0.5089,0.2156,0.5009,0.8784,AMBER,0.8028,0.9454,False,58.66
1620.0,27.0,5211.0,Jordi Alba Ramos,0.4176,0.1667,0.3685,0.5461,AMBER,0.4037,0.7371,True,55.65
1620.0,27.0,5213.0,Gerard Piqué Bernabéu,0.5804,0.3042,0.386,0.8345,AMBER,0.7062,0.9559,False,57.68
1620.0,27.0,5477.0,Ousmane Dembélé,0.6461,0.3075,0.4442,0.8992,AMBER,0.8088,0.9672,True,55.24
1620.0,27.0,5487.0,Antoine Griezmann,0.6085,0.2398,0.3674,0.7446,AMBER,0.4974,0.9535,False,57.46
1620.0,27.0,5503.0,Lionel Andrés Messi Cuccittini,0.5483,0.7184,0.301,0.5189,AMBER,0.451,0.5825,False,55.43
1620.0,27.0,6379.0,Sergi Roberto Carnicer,0.7314,0.4013,0.8701,0.8289,RED,0.7293,0.9295,True,56.85
1620.0,27.0,6826.0,Clément Lenglet,0.5452,0.3829,0.7091,0.5895,AMBER,0.4846,0.6809,True,60.08
1620.0,27.0,6923.0,Joaquín Navarro Jiménez,0.5898,0.1892,0.5235,0.6749,AMBER,0.5158,0.8044,True,57.68
1620.0,27.0,8118.0,Frenkie de Jong,0.4474,0.4658,0.6222,0.497,AMBER,0.3596,0.6401,True,58.51
1620.0,27.0,9462.0,José Ignacio Peleteiro Ramallo,0.5684,0.2388,0.6196,0.8352,AMBER,0.6911,0.9612,False,57.91
1620.0,27.0,10605.0,Rodrigo Andrés Battaglia,0.5458,0.1964,0.5426,0.3173,AMBER,0.2017,0.3867,True,55.99
1620.0,27.0,26387.0,Edgar Antonio Méndez Ortega,0.5723,0.2068,0.5437,0.6736,AMBER,0.509,0.8298,True,57.52
1620.0,27.0,30756.0,Anssumane Fati,0.5684,0.3025,0.4881,0.4371,AMBER,0.348,0.5164,False,56.74
1650.0,27.5,5203.0,Sergio Busquets i Burgos,0.6282,0.1239,0.2968,0.982,AMBER,0.9539,0.9964,True,56.52
1650.0,27.5,5211.0,Jordi Alba Ramos,0.4037,0.1486,0.3964,0.4857,AMBER,0.3155,0.7567,False,57.78
1650.0,27.5,5213.0,Gerard Piqué Bernabéu,0.5708,0.3186,0.5536,0.5217,AMBER,0.4137,0.6961,True,57.44
1650.0,27.5,5477.0,Ousmane Dembélé,0.6336,0.2485,0.4883,0.7153,AMBER,0.624,0.827,False,56.39
1650.0,27.5,5503.0,Lionel Andrés Messi Cuccittini,0.5509,0.2215,0.387,0.7546,AMBER,0.6404,0.8743,True,56.04
1650.0,27.5,6379.0,Sergi Roberto Carnicer,0.7417,0.3767,0.7959,0.965,RED,0.9001,0.9948,False,57.04
1650.0,27.5,6622.0,Tomás Pina Isla,0.5186,0.8224,0.9945,0.7706,AMBER,0.6387,0.894,True,56.75
1650.0,27.5,6826.0,Clément Lenglet,0.5589,0.2452,0.664,0.9656,AMBER,0.9107,0.9938,False,56.94
1650.0,27.5,6923.0,Joaquín Navarro Jiménez,0.5927,0.2332,0.6166,0.7823,AMBER,0.6665,0.9006,False,55.82
1650.0,27.5,8118.0,Frenkie de Jong,0.4415,0.3844,0.6619,0.465,AMBER,0.3965,0.5392,False,55.82
1650.0,27.5,9462.0,José Ignacio Peleteiro Ramallo,0.5817,0.216,0.6409,0.8666,AMBER,0.799,0.9219,True,56.62
1650.0,27.5,10605.0,Rodrigo Andrés Battaglia,0.5496,0.1838,0.4242,0.8958,AMBER,0.8221,0.9553,False,57.77
1650.0,27.5,24049.0,Luis Jesús Rioja González,0.4992,0.3073,0.4178,0.3775,AMBER,0.3472,0.4241,True,55.93
1650.0,27.5,25134.0,Deyverson Brum Silva Acosta,0.511,0.3616,0.5474,0.5317,AMBER,0.4479,0.6262,True,57.13
1650.0,27.5,26387.0,Edgar Antonio Méndez Ortega,0.5819,0.1637,0.5699,0.8459,AMBER,0.7262,0.9297,False,58.18
1650.0,27.5,30756.0,Anssumane Fati,0.5578,0.4506,0.6886,0.2704,AMBER,0.1707,0.3359,True,54.88
1680.0,28.0,5203.0,Sergio Busquets i Burgos,0.6219,0.1788,0.4652,0.8366,AMBER,0.71,0.9524,False,60.47
1680.0,28.0,5211.0,Jordi Alba Ramos,0.3923,0.18,0.5269,0.2489,GREEN,0.1793,0.3303,False,76.15
1680.0,28.0,5213.0,Gerard Piqué Bernabéu,0.5724,0.3722,0.7395,0.7191,AMBER,0.4811,0.8966,False,85.41
1680.0,28.0,5477.0,Ousmane Dembélé,0.605,0.1945,0.467,0.5209,AMBER,0.4164,0.6331,True,111.06
1680.0,28.0,5503.0,Lionel Andrés Messi Cuccittini,0.5388,0.2049,0.2846,0.9267,AMBER,0.8497,0.9831,False,91.45
1680.0,28.0,6379.0,Sergi Roberto Carnicer,0.741,0.3303,0.6783,0.9813,RED,0.9636,0.9951,True,74.08
1680.0,28.0,6612.0,Rubén Duarte Sánchez,0.4639,0.2673,0.5478,0.862,AMBER,0.5258,0.9878,True,73.02
1680.0,28.0,6622.0,Tomás Pina Isla,0.5045,0.7245,0.2289,0.2942,AMBER,0.0698,0.4712,False,73.14
